order_id,customer_id,customer_country,product_id,product_category,product_price,quantity,order_date
1202,3552,Perú,2791,Tecnología,169.75,2,2024-06-24
1203,2477,México,3773,Ropa,123.72,4,2024-07-14
1204,3431,España,2563,Belleza,328.4,1,2024-12-09
1205,4829,Ecuador,3694,Ropa,528.59,6,2024-04-30
1206,3205,Chile,3315,Tecnología,570.61,1,2024-12-27
1207,2433,Chile,3039,Ropa,260.77,5,2024-08-28
1208,2027,Perú,3154,Tecnología,224.94,3,2024-03-20
1209,4107,México,2664,Deportes,433.03,1,2024-03-22
1210,1263,México,2339,Mascotas,572.98,5,2023-04-27
1211,1790,Argentina,3369,Hogar,94.7,6,2023-06-04
1212,3923,Ecuador,3341,Deportes,627.99,8,2023-01-25
1213,3839,Perú,2708,Deportes,222.72,1,2023-05-11
1214,4891,España,3465,Juguetería,281.61,6,2023-09-26
1215,4553,Perú,2646,Juguetería,65.29,1,2023-02-28
1216,2120,Ecuador,2303,Ropa,591.03,8,2024-12-16
1217,4420,Perú,2886,Juguetería,368.26,2,2023-05-24
1218,1579,Argentina,3049,Ropa,259.07,3,2024-02-09
1219,3864,Ecuador,2670,Tecnología,69.99,3,2023-03-26
1220,2452,España,3285,Belleza,156.58,6,2023-11-02
1221,2169,Chile,2209,Deportes,594.67,6,2024-07-04
1222,1015,Perú,3706,Belleza,166.37,7,2023-09-03
1223,2171,Colombia,3914,Tecnología,81.56,4,2024-10-09
1224,4590,España,3145,Hogar,598.41,2,2023-06-20
1225,2215,Argentina,3815,Ropa,552.48,5,2023-02-20
1226,3536,Ecuador,2883,Mascotas,669.68,9,2023-07-11
1227,2277,Ecuador,2193,Tecnología,478.87,8,2024-03-21
1228,3228,Chile,3102,Ropa,629.12,6,2023-03-09
1229,3770,España,3604,Hogar,451.01,6,2024-11-20
1230,1975,España,2172,Tecnología,480.97,2,2024-12-19
1231,2839,Perú,2848,Belleza,570.15,2,2023-02-27
1232,2299,Ecuador,3996,Belleza,678.29,9,2023-06-21
1233,4434,Colombia,2745,Ropa,51.65,2,2023-08-31
1234,1921,México,3671,Ropa,487.56,1,2023-11-02
1235,3056,Ecuador,3978,Ropa,502.34,2,2023-02-13
1236,2398,Perú,3609,Tecnología,617.99,4,2024-01-16
1237,3637,Chile,2634,Belleza,101.61,4,2023-12-16
1238,3788,Argentina,2731,Ropa,42.33,4,2024-01-10
1239,2152,Colombia,3964,Belleza,316.76,9,2024-06-03
1240,1616,España,3545,Ropa,443.87,9,2024-02-10
1241,4018,Chile,2523,Mascotas,231.55,4,2023-04-21
1242,3743,Perú,2499,Tecnología,447.05,2,2024-12-12
1243,3600,Colombia,3120,Mascotas,520.42,2,2024-08-07
1244,3174,España,2947,Mascotas,313.07,2,2024-05-21
1245,2108,Colombia,2832,Deportes,393.79,8,2023-03-12
1246,2871,Perú,3920,Mascotas,93.2,3,2023-08-01
1247,4129,Chile,2511,Tecnología,614.13,9,2024-06-08
1248,3036,México,3277,Tecnología,157.68,6,2023-02-18
1249,2594,España,2221,Ropa,460.64,3,2024-03-04
1250,1617,España,2598,Juguetería,370.14,3,2024-02-14
1251,1682,Colombia,2918,Mascotas,399.1,2,2024-06-24
1252,2126,Ecuador,3764,Mascotas,405.55,5,2023-07-29
1253,1340,Perú,3231,Ropa,134.11,4,2023-04-20
1254,3934,Ecuador,3667,Mascotas,100.96,5,2024-03-07
1255,3719,Argentina,2427,Tecnología,645.71,5,2024-04-28
1256,4535,Colombia,3404,Belleza,570.17,1,2023-04-27
1257,2108,Colombia,3849,Mascotas,105.23,4,2023-01-03
1258,3649,Chile,3808,Hogar,13.66,9,2024-01-28
1259,2555,México,3291,Hogar,534.72,9,2023-04-29
1260,3706,Colombia,3166,Hogar,420.98,4,2024-11-15
1261,1471,Chile,2651,Mascotas,148.96,7,2024-02-13
1262,1069,Ecuador,2369,Belleza,674.19,3,2023-03-02
1263,3132,Ecuador,3038,Ropa,504.6,5,2023-04-01
1264,3245,Chile,2903,Hogar,503.27,1,2023-12-17
1265,1470,México,2993,Hogar,278.96,1,2024-12-28
1266,1830,Perú,2720,Tecnología,264.16,1,2024-06-17
1267,4941,México,2822,Belleza,473.04,5,2023-03-25
1268,4659,Chile,2530,Belleza,10.92,3,2024-09-20
1269,2094,Argentina,3158,Hogar,504.31,8,2023-01-02
1270,3036,Ecuador,2355,Ropa,215.79,5,2024-09-18
1271,4545,Ecuador,2016,Hogar,81.5,1,2023-12-23
1272,1248,Colombia,3343,Tecnología,205.36,8,2023-06-25
1273,1407,México,3175,Belleza,164.11,3,2024-08-07
1274,3891,Ecuador,3977,Tecnología,348.27,6,2024-04-29
1275,1082,Perú,3406,Deportes,140.3,2,2023-06-13
1276,4576,México,3646,Hogar,501.15,4,2023-04-17
1277,3915,Ecuador,2907,Ropa,620.07,9,2024-06-03
1278,1258,Argentina,3987,Tecnología,91.12,2,2023-07-24
1279,4673,Perú,3141,Tecnología,419.15,5,2023-01-15
1280,4666,Argentina,3115,Deportes,269.69,3,2023-07-17
1281,3785,Perú,2543,Deportes,488.59,8,2024-03-04
1282,1347,Ecuador,3819,Tecnología,397.33,1,2024-07-10
1283,2998,España,2191,Hogar,585.29,1,2023-10-03
1284,4130,Ecuador,2618,Belleza,660.91,5,2024-03-23
1285,1660,Ecuador,3334,Belleza,161.94,8,2024-05-22
1286,2293,Perú,2716,Juguetería,646.26,8,2023-03-06
1287,4232,Colombia,3997,Ropa,139.27,3,2024-03-28
1288,4827,España,3345,Deportes,16.57,6,2023-06-15
1289,1421,Ecuador,2323,Belleza,254.26,1,2024-03-29
1290,3498,México,2800,Ropa,414.2,2,2023-02-03
1291,1017,España,2198,Tecnología,647.56,6,2024-06-29
1292,2271,Ecuador,3640,Hogar,142.57,9,2024-02-19
1293,2763,Chile,3915,Ropa,26.1,5,2023-02-19
1294,4988,Argentina,3184,Belleza,254.06,1,2024-01-16
1295,3056,México,2488,Tecnología,677.05,8,2024-01-02
1296,2382,Perú,2703,Deportes,230.81,9,2023-06-12
1297,4413,Chile,3633,Deportes,339.78,2,2023-06-16
1298,2833,Ecuador,3570,Juguetería,421.17,8,2024-11-21
1299,2718,Colombia,2045,Deportes,387.69,2,2023-07-15
1300,2598,Ecuador,3224,Hogar,687.72,1,2024-04-02
1301,1266,Perú,3705,Belleza,80.69,2,2023-06-08
1302,1797,México,3243,Deportes,266.98,2,2023-02-02
1303,3668,Argentina,3123,Deportes,217.27,8,2023-05-10
1304,2304,España,2683,Deportes,213.57,2,2023-08-31
1305,3331,México,2156,Hogar,453.2,1,2023-11-13
1306,1757,Chile,2956,Mascotas,449.32,6,2023-01-14
1307,1136,Ecuador,2429,Hogar,699.1,7,2023-03-31
1308,2394,Ecuador,3958,Hogar,137.03,5,2023-06-26
1309,3857,Colombia,3269,Ropa,380.01,2,2023-08-27
1310,1672,México,2593,Juguetería,570.74,8,2023-07-07
1311,2882,Ecuador,3701,Belleza,640.16,7,2023-10-30
1312,1679,Argentina,3886,Belleza,544.15,1,2023-10-12
1313,3251,Chile,2339,Ropa,33.6,7,2023-04-27
1314,1645,México,3001,Mascotas,532.43,5,2024-11-13
1315,3993,Colombia,3380,Juguetería,314.4,9,2024-12-27
1316,4553,Chile,3207,Belleza,476.1,3,2023-01-18
1317,4701,México,2139,Deportes,333.69,8,2024-12-18
1318,1025,España,2419,Belleza,321.05,7,2023-03-06
1319,3735,Ecuador,3544,Tecnología,587.83,8,2024-02-08
1320,2170,España,3915,Juguetería,185.07,2,2023-03-24
1321,4737,México,3338,Belleza,692.2,1,2023-11-21
1322,3264,Ecuador,3631,Mascotas,52.71,1,2023-10-09
1323,2279,Chile,3852,Deportes,291.36,7,2024-06-11
1324,2152,Chile,3726,Mascotas,588.75,4,2024-12-27
1325,3933,Ecuador,3820,Tecnología,252.82,9,2024-02-02
1326,4106,España,2273,Mascotas,343.89,5,2023-07-21
1327,3981,Chile,2501,Ropa,420.04,3,2023-08-02
1328,4835,Chile,2724,Juguetería,95.93,3,2023-05-19
1329,3530,Ecuador,2419,Belleza,257.41,6,2024-12-05
1330,4382,Perú,3035,Ropa,130.37,8,2024-03-31
1331,1579,Argentina,2765,Juguetería,122.57,4,2023-12-04
1332,3011,Argentina,3400,Belleza,304.61,5,2024-04-06
1333,1840,Ecuador,3725,Ropa,642.42,5,2023-04-11
1334,3003,México,3904,Ropa,537.7,6,2023-11-27
1335,1023,Colombia,3158,Ropa,181.76,8,2023-04-27
1336,2810,México,2878,Belleza,459.18,3,2023-11-29
1337,3593,México,2958,Hogar,649.02,1,2023-08-11
1338,4972,México,2589,Mascotas,535.15,1,2024-03-03
1339,1665,México,2312,Tecnología,369.9,6,2024-05-13
1340,4135,Chile,2431,Tecnología,72.43,1,2023-10-29
1341,3471,España,3318,Ropa,95.17,4,2024-06-20
1342,1125,Colombia,2143,Tecnología,46.31,7,2024-07-23
1343,2734,España,2338,Juguetería,448.72,7,2024-02-21
1344,2688,Chile,3364,Mascotas,117.77,1,2023-09-06
1345,1936,Argentina,2763,Belleza,437.38,6,2023-04-30
1346,4476,Chile,2393,Ropa,63.27,6,2024-06-09
1347,2661,Perú,3718,Hogar,587.9,4,2024-09-21
1348,1877,Chile,2404,Belleza,184.84,4,2023-03-15
1349,2095,México,2954,Deportes,528.62,4,2024-09-11
1350,2238,Chile,2854,Deportes,439.31,5,2023-06-09
1351,2129,Colombia,3054,Mascotas,586.79,6,2023-10-17
1352,2001,España,3692,Tecnología,654.39,8,2024-06-11
1353,2399,España,3267,Deportes,296.81,5,2023-07-25
1354,2291,Ecuador,2235,Hogar,434.2,9,2023-06-13
1355,4978,Argentina,2174,Deportes,400.62,7,2024-03-26
1356,4283,Argentina,3882,Hogar,518.69,3,2023-08-22
1357,4163,Perú,3938,Ropa,609.34,1,2023-07-06
1358,4327,Chile,3853,Hogar,508.32,9,2024-04-25
1359,2391,Ecuador,2342,Tecnología,439.25,3,2024-10-25
1360,4272,Chile,3655,Belleza,576.32,4,2024-06-18
1361,2301,Perú,2219,Tecnología,540.96,9,2024-07-16
1362,3207,Colombia,3741,Hogar,61.4,6,2023-11-21
1363,2392,España,3680,Juguetería,21.36,9,2023-09-13
1364,3356,España,3752,Juguetería,373.39,1,2023-01-05
1365,2499,Chile,2220,Ropa,387.34,5,2023-05-14
1366,4084,Chile,2965,Belleza,265.31,2,2024-05-06
1367,1951,Argentina,2962,Juguetería,519.72,1,2024-06-16
1368,3414,Perú,3633,Juguetería,136.95,7,2024-11-01
1369,4747,Perú,3700,Hogar,531.78,3,2024-08-28
1370,3822,Perú,3802,Deportes,648.94,1,2023-07-16
1371,1641,México,3784,Tecnología,471.33,4,2023-12-06
1372,3984,Colombia,2845,Deportes,560.64,7,2023-07-15
1373,3286,Chile,2369,Belleza,86.99,4,2024-07-09
1374,1629,Chile,2284,Ropa,217.17,6,2023-04-18
1375,1088,Argentina,3902,Mascotas,518.37,1,2024-06-22
1376,1358,Colombia,2892,Tecnología,182.45,8,2024-03-01
1377,1377,España,2369,Deportes,522.2,2,2023-07-30
1378,4567,Argentina,2546,Tecnología,275.77,5,2023-03-15
1379,4332,Argentina,3757,Tecnología,222.68,6,2023-02-21
1380,4720,España,2309,Mascotas,224.24,3,2024-12-07
1381,4522,México,3454,Mascotas,206.32,2,2024-01-27
1382,1164,Chile,3696,Mascotas,552.72,6,2024-10-05
1383,3076,Argentina,3552,Juguetería,585.26,9,2023-07-10
1384,3525,Ecuador,3638,Mascotas,454.51,6,2024-06-25
1385,4932,Argentina,3772,Juguetería,669.42,3,2023-05-16
1386,4079,Argentina,3005,Mascotas,314.77,4,2024-11-03
1387,3796,España,2519,Tecnología,588.0,7,2023-04-01
1388,4456,México,2276,Tecnología,407.46,8,2024-10-04
1389,3045,Ecuador,3211,Juguetería,641.53,3,2024-12-07
1390,4132,Ecuador,3951,Tecnología,192.16,3,2024-02-03
1391,3734,España,2582,Juguetería,412.06,9,2023-02-14
1392,4886,Argentina,2541,Juguetería,132.55,6,2023-08-06
1393,1209,Colombia,3639,Belleza,650.85,4,2023-07-05
1394,1027,Chile,2815,Hogar,507.4,7,2023-12-26
1395,1903,Colombia,3639,Belleza,312.1,7,2023-03-04
1396,4524,Ecuador,2215,Mascotas,631.96,2,2023-04-03
1397,3142,Ecuador,2983,Belleza,333.78,9,2023-09-07
1398,1470,México,3543,Juguetería,366.68,3,2023-11-29
1399,4951,Perú,3154,Hogar,575.33,5,2024-03-17
1400,1624,Colombia,3412,Mascotas,99.04,1,2024-09-22
1401,1480,México,2107,Tecnología,680.84,8,2024-12-30
1402,2996,Colombia,3952,Ropa,197.83,5,2023-05-27
1403,1860,Argentina,3336,Ropa,596.96,7,2023-08-19
1404,1592,Perú,2515,Ropa,29.97,7,2023-07-13
1405,3376,España,3875,Hogar,667.9,1,2024-09-19
1406,4115,Colombia,3857,Belleza,75.1,7,2023-05-02
1407,2269,Ecuador,2752,Tecnología,138.29,5,2023-01-31
1408,4083,España,3380,Juguetería,265.21,4,2024-06-05
1409,3098,Chile,2702,Belleza,546.52,5,2023-08-06
1410,2892,Chile,3434,Mascotas,613.37,9,2023-09-13
1411,2887,México,2563,Deportes,554.6,6,2023-09-16
1412,1100,Chile,2602,Ropa,124.47,4,2024-04-02
1413,3291,Ecuador,2852,Hogar,288.35,9,2023-09-29
1414,4511,Argentina,3999,Hogar,8.31,5,2023-08-18
1415,4715,Colombia,3469,Juguetería,104.53,7,2024-12-11
1416,3153,México,2978,Deportes,525.98,2,2024-11-02
1417,2290,España,3157,Belleza,51.67,4,2023-07-13
1418,1005,México,3346,Hogar,346.74,3,2023-11-13
1419,1164,España,2198,Hogar,305.26,4,2023-07-15
1420,3242,Argentina,3902,Belleza,360.23,5,2024-10-15
1421,4995,Argentina,2997,Mascotas,443.24,6,2023-04-01
1422,2330,Perú,2868,Ropa,122.34,1,2024-04-03
1423,4391,Perú,2812,Tecnología,227.97,9,2023-02-04
1424,2401,España,3578,Mascotas,230.17,6,2024-09-19
1425,4341,Colombia,3512,Hogar,307.23,4,2024-01-27
1426,1424,España,3559,Ropa,45.23,8,2024-12-29
1427,1975,México,3066,Mascotas,95.54,5,2023-02-18
1428,1081,Colombia,3126,Belleza,183.19,4,2024-09-03
1429,2060,Argentina,3182,Deportes,615.84,2,2023-04-18
1430,3874,España,2219,Belleza,406.6,1,2024-02-26
1431,1658,Ecuador,2596,Deportes,526.06,6,2024-06-27
1432,4629,Colombia,3496,Mascotas,689.38,1,2024-12-23
1433,4579,Perú,3624,Deportes,648.41,5,2024-05-20
1434,2380,España,2002,Belleza,351.53,3,2023-05-28
1435,3512,Ecuador,3417,Hogar,112.19,4,2023-04-24
1436,1820,México,2382,Hogar,500.44,5,2023-09-14
1437,2731,Colombia,2420,Tecnología,547.61,2,2023-02-14
1438,4289,España,3108,Tecnología,97.15,8,2023-11-19
1439,2112,España,2118,Deportes,344.6,8,2024-06-16
1440,4193,Colombia,3654,Mascotas,80.63,7,2023-05-05
1441,4254,España,3156,Mascotas,385.33,3,2023-06-10
1442,2405,Perú,2344,Hogar,288.05,8,2023-11-22
1443,3275,Colombia,2060,Hogar,526.26,4,2023-02-17
1444,3976,Chile,2373,Belleza,194.95,9,2024-08-23
1445,3868,Argentina,2582,Mascotas,407.47,4,2023-04-01
1446,4585,Colombia,3154,Deportes,151.66,4,2023-09-04
1447,1724,Perú,3239,Deportes,20.23,8,2023-04-23
1448,4154,Chile,3206,Ropa,481.19,1,2023-01-01
1449,2133,Colombia,3680,Hogar,104.58,2,2023-06-08
1450,1989,España,3673,Deportes,433.93,1,2024-04-30
1451,2498,Perú,2313,Juguetería,645.0,4,2024-05-06
1452,2958,México,2055,Belleza,377.52,1,2024-05-29
1453,2660,Perú,2176,Hogar,248.42,1,2024-06-17
1454,4273,Colombia,3921,Deportes,416.95,1,2024-06-01
1455,3533,Ecuador,3161,Mascotas,543.18,2,2023-09-10
1456,1212,Ecuador,3954,Juguetería,155.47,3,2023-02-07
1457,3950,Chile,2628,Deportes,63.85,1,2024-09-30
1458,3351,Chile,3112,Ropa,431.86,8,2023-08-20
1459,2582,Perú,3157,Tecnología,355.04,9,2024-02-01
1460,3945,Ecuador,2246,Tecnología,209.73,1,2023-11-13
1461,1676,México,2685,Tecnología,15.76,3,2023-12-26
1462,1066,Ecuador,3255,Deportes,35.91,8,2023-07-25
1463,4207,Colombia,3925,Mascotas,577.23,2,2024-02-29
1464,1694,Ecuador,2093,Belleza,159.71,9,2023-12-22
1465,2388,Argentina,2200,Deportes,97.1,5,2024-07-31
1466,1828,México,3351,Mascotas,580.38,5,2023-01-05
1467,2339,Colombia,3355,Hogar,302.41,7,2024-06-06
1468,3867,Perú,2723,Belleza,456.05,1,2023-09-30
1469,3049,Argentina,3542,Tecnología,6.51,3,2023-08-03
1470,2447,Argentina,2441,Belleza,409.25,8,2024-11-16
1471,2456,Argentina,3271,Juguetería,130.36,9,2024-11-27
1472,1165,Ecuador,2294,Juguetería,490.2,8,2023-02-16
1473,4247,Colombia,3708,Tecnología,557.56,1,2024-11-02
1474,1994,Perú,2829,Belleza,160.43,6,2023-07-15
1475,4257,México,3625,Belleza,255.58,9,2024-02-27
1476,4738,Ecuador,2485,Hogar,630.74,6,2024-12-01
1477,4353,Ecuador,2533,Belleza,93.25,6,2023-11-07
1478,1204,España,2509,Mascotas,679.89,9,2024-02-18
1479,4503,Perú,3896,Hogar,296.48,6,2024-02-28
1480,1042,Chile,3034,Juguetería,345.89,2,2024-01-08
1481,1588,Ecuador,3850,Ropa,678.18,2,2024-10-25
1482,4276,Ecuador,3966,Hogar,238.99,2,2023-05-13
1483,3634,Ecuador,3300,Hogar,88.08,1,2024-12-01
1484,1288,Chile,3222,Hogar,462.43,7,2023-03-16
1485,2881,Argentina,2512,Belleza,446.18,4,2023-08-08
1486,2815,Colombia,2871,Ropa,209.61,9,2023-04-18
1487,3397,Argentina,2339,Deportes,385.15,5,2023-09-07
1488,3637,Colombia,3065,Belleza,521.16,7,2024-03-06
1489,1431,Perú,2211,Belleza,189.09,2,2024-10-15
1490,3659,México,2326,Tecnología,349.15,3,2024-08-11
1491,2084,Chile,2907,Juguetería,461.94,6,2023-02-15
1492,3214,Ecuador,3536,Belleza,626.43,6,2023-06-16
1493,3665,España,3055,Belleza,290.36,5,2024-12-23
1494,1748,Chile,3373,Ropa,678.52,2,2023-09-24
1495,3209,México,3618,Hogar,344.62,4,2024-08-06
1496,3291,México,2438,Ropa,109.0,3,2023-07-25
1497,3376,Chile,2907,Tecnología,70.2,3,2023-07-11
1498,1496,Ecuador,3562,Mascotas,384.95,7,2023-05-05
1499,3075,México,2678,Deportes,633.67,4,2023-02-01
1500,4933,Colombia,2391,Belleza,404.93,1,2023-02-22
1501,1720,Colombia,3273,Juguetería,219.09,6,2023-06-12
1502,3164,Argentina,2103,Tecnología,258.19,8,2024-10-03
1503,1013,España,2486,Juguetería,698.01,5,2024-02-11
1504,1408,México,3529,Juguetería,321.44,3,2024-02-20
1505,1418,España,2535,Hogar,377.57,8,2024-09-04
1506,3781,México,2538,Belleza,146.81,3,2023-10-21
1507,2622,Argentina,3194,Mascotas,443.48,5,2023-09-04
1508,1608,Ecuador,3633,Ropa,394.78,9,2023-02-28
1509,1251,Colombia,3259,Hogar,339.12,2,2024-02-13
1510,1283,Chile,2905,Tecnología,523.52,4,2023-10-22
1511,1452,Colombia,3487,Tecnología,538.71,3,2023-03-11
1512,4534,España,3767,Ropa,227.56,2,2024-07-11
1513,3568,Perú,3944,Juguetería,600.35,4,2024-02-06
1514,2315,Colombia,3277,Hogar,540.86,8,2024-02-14
1515,3415,Perú,2974,Ropa,260.22,5,2024-10-15
1516,3573,Argentina,3055,Mascotas,319.75,1,2024-03-16
1517,2325,Argentina,2953,Tecnología,273.26,3,2024-05-20
1518,4169,México,3264,Belleza,222.23,1,2024-07-09
1519,1904,Chile,2744,Ropa,271.93,8,2023-03-27
1520,3355,México,2343,Belleza,357.92,9,2023-03-14
1521,4690,Ecuador,3929,Tecnología,184.75,2,2023-10-15
1522,1177,México,3192,Hogar,32.84,9,2023-03-23
1523,1866,Chile,2388,Belleza,267.61,7,2023-11-22
1524,1754,Colombia,3626,Ropa,462.52,4,2024-04-06
1525,2646,Chile,3796,Belleza,117.68,1,2024-11-23
1526,2446,Colombia,3944,Belleza,240.8,8,2023-03-15
1527,3903,Perú,2306,Deportes,637.29,2,2024-03-29
1528,4047,España,2648,Hogar,614.68,9,2023-07-11
1529,3008,Chile,3777,Ropa,181.99,1,2024-03-12
1530,1602,Perú,3593,Ropa,584.07,4,2024-10-30
1531,4214,Colombia,2583,Hogar,214.11,6,2024-08-02
1532,4513,España,2431,Mascotas,668.48,9,2023-05-29
1533,4273,Argentina,3040,Mascotas,32.25,3,2023-09-16
1534,4447,México,3635,Ropa,177.01,9,2024-07-05
1535,2601,Chile,2315,Belleza,337.88,7,2024-03-01
1536,2836,Colombia,3069,Belleza,543.57,1,2024-08-27
1537,1926,Colombia,3273,Mascotas,507.33,6,2023-05-01
1538,1150,México,2453,Hogar,213.47,4,2024-03-31
1539,1737,Argentina,2823,Ropa,160.7,3,2024-04-01
1540,1893,Chile,2508,Belleza,118.09,6,2023-06-05
1541,3371,Chile,2843,Hogar,562.21,5,2023-04-10
1542,4146,Colombia,2497,Deportes,329.08,9,2023-04-26
1543,2847,Ecuador,3009,Belleza,576.18,2,2024-01-01
1544,2041,Chile,2548,Hogar,189.79,3,2024-08-24
1545,1430,Chile,3464,Tecnología,692.86,3,2023-10-26
1546,3834,Ecuador,3430,Juguetería,533.94,2,2023-07-28
1547,4179,Argentina,3477,Tecnología,545.56,8,2024-02-17
1548,4278,España,2822,Ropa,383.21,7,2023-09-13
1549,1200,España,2419,Juguetería,288.97,2,2023-08-11
1550,1696,España,2524,Deportes,577.72,4,2023-08-15
1551,3162,Ecuador,3077,Ropa,37.36,7,2023-11-08
1552,3226,Ecuador,3220,Belleza,147.99,1,2023-05-18
1553,4624,Ecuador,2690,Mascotas,321.19,9,2024-10-31
1554,3750,Argentina,2215,Tecnología,518.81,2,2023-05-02
1555,2151,Colombia,2591,Ropa,108.77,6,2023-04-23
1556,2720,México,2500,Ropa,488.0,7,2023-06-03
1557,1302,España,3658,Deportes,685.81,4,2024-01-04
1558,1278,México,3694,Belleza,485.34,6,2023-07-14
1559,1393,Perú,2092,Juguetería,538.91,5,2023-04-29
1560,1691,Colombia,3221,Deportes,129.45,1,2024-05-24
1561,1044,Perú,3356,Hogar,345.7,6,2023-10-09
1562,1711,Argentina,2118,Juguetería,678.01,5,2023-07-28
1563,2442,México,2414,Mascotas,403.08,2,2024-07-06
1564,2228,Ecuador,3789,Mascotas,500.12,6,2023-09-07
1565,4288,México,2423,Juguetería,698.98,9,2024-12-29
1566,1316,Colombia,2018,Mascotas,637.43,4,2024-10-04
1567,1533,España,3823,Juguetería,299.52,1,2024-10-08
1568,3385,México,2862,Hogar,578.4,8,2023-01-14
1569,3422,Colombia,3131,Ropa,139.46,7,2023-03-22
1570,4227,Ecuador,3102,Mascotas,313.86,7,2023-09-05
1571,3448,España,2713,Deportes,473.5,3,2023-10-16
1572,4298,España,3824,Juguetería,467.37,1,2023-05-15
1573,1191,Perú,2943,Hogar,269.91,2,2024-06-30
1574,2890,Argentina,2601,Belleza,598.22,5,2023-12-16
1575,3867,Perú,3159,Ropa,61.56,3,2024-06-13
1576,3162,Chile,3081,Tecnología,223.8,6,2023-04-26
1577,1930,España,2816,Ropa,122.46,5,2023-07-20
1578,3530,España,3367,Deportes,499.77,6,2023-04-22
1579,1210,España,3274,Belleza,593.39,9,2024-07-08
1580,1774,España,2792,Deportes,353.11,3,2023-07-22
1581,2044,Argentina,3156,Deportes,455.48,2,2024-10-21
1582,2515,Argentina,3340,Tecnología,527.42,6,2023-08-10
1583,2160,España,2100,Tecnología,102.12,3,2023-01-02
1584,3185,Ecuador,2657,Belleza,101.3,4,2024-06-02
1585,2771,Argentina,2536,Belleza,188.29,3,2023-05-05
1586,1010,Argentina,3799,Deportes,675.87,9,2023-10-20
1587,2471,Chile,3061,Deportes,631.88,2,2023-09-30
1588,4790,Chile,2652,Belleza,442.63,7,2023-04-29
1589,1425,Ecuador,2378,Tecnología,149.74,3,2023-10-19
1590,4457,Argentina,2037,Tecnología,572.35,2,2024-08-09
1591,4640,México,2020,Hogar,353.44,2,2023-04-25
1592,2155,España,3477,Mascotas,219.96,6,2024-09-30
1593,4128,México,3398,Hogar,135.38,4,2023-12-08
1594,3181,Chile,3660,Deportes,616.17,3,2024-03-25
1595,2214,Perú,2554,Deportes,267.03,8,2024-10-17
1596,3499,Colombia,2133,Juguetería,239.23,9,2024-09-01
1597,1808,México,3442,Mascotas,26.35,5,2024-01-30
1598,1511,Ecuador,3749,Juguetería,516.16,9,2023-05-06
1599,2421,México,2941,Hogar,82.07,8,2024-07-23
1600,3836,México,3716,Belleza,600.63,8,2024-10-28
1601,2190,España,2255,Deportes,464.7,5,2024-06-05
1602,3676,Perú,3387,Ropa,676.06,3,2024-12-19
1603,2809,Colombia,2284,Ropa,305.86,8,2024-12-29
1604,2460,Perú,3076,Juguetería,151.67,4,2023-07-29
1605,4363,Chile,2457,Ropa,658.28,9,2023-10-30
1606,3443,España,2226,Deportes,613.82,3,2023-04-18
1607,3864,Argentina,3071,Juguetería,641.98,6,2023-07-27
1608,4623,España,2314,Mascotas,315.87,2,2024-09-10
1609,2251,Colombia,2249,Deportes,128.45,8,2023-05-28
1610,1106,España,3959,Belleza,274.97,4,2023-01-01
1611,2234,México,2264,Ropa,567.4,2,2023-10-25
1612,3894,México,3376,Mascotas,72.26,2,2024-10-07
1613,4654,Perú,3134,Belleza,434.02,6,2023-07-27
1614,1104,Perú,3108,Ropa,495.87,5,2024-07-26
1615,1827,Chile,2491,Deportes,665.83,6,2023-10-06
1616,2068,Colombia,2780,Mascotas,358.77,3,2024-03-09
1617,1229,Perú,3283,Hogar,78.36,3,2024-10-27
1618,3810,España,3623,Tecnología,476.94,5,2023-04-21
1619,1404,México,3858,Juguetería,267.68,3,2023-05-14
1620,2974,Colombia,3211,Juguetería,22.04,4,2024-11-11
1621,2394,Perú,2343,Deportes,245.61,8,2024-02-26
1622,3424,Colombia,2863,Hogar,111.7,9,2024-03-01
1623,3931,Ecuador,2826,Hogar,342.87,3,2023-02-15
1624,4142,Perú,2842,Deportes,655.75,6,2024-04-30
1625,2589,Colombia,3844,Mascotas,628.79,4,2024-11-28
1626,3839,Chile,2380,Ropa,628.98,5,2023-02-04
1627,2555,Perú,3943,Juguetería,355.34,5,2023-01-04
1628,2677,México,2208,Juguetería,539.47,4,2024-05-05
1629,2258,España,3124,Hogar,245.65,8,2024-03-27
1630,4787,Perú,2759,Juguetería,359.13,4,2023-12-10
1631,1605,Chile,3825,Ropa,618.23,2,2024-12-04
1632,3365,Argentina,2476,Hogar,129.79,9,2024-01-17
1633,1795,Colombia,3770,Deportes,157.14,5,2024-06-28
1634,2631,Ecuador,3182,Ropa,339.09,1,2023-07-02
1635,4625,México,3086,Hogar,691.96,3,2023-08-28
1636,4872,Colombia,2273,Ropa,698.85,9,2023-08-04
1637,2312,Colombia,3760,Belleza,293.08,7,2023-07-25
1638,2718,Colombia,2903,Mascotas,521.73,6,2024-05-04
1639,1119,México,2227,Hogar,661.12,9,2023-09-13
1640,1446,Colombia,2397,Belleza,602.52,3,2024-11-30
1641,2334,México,3615,Hogar,72.14,3,2024-05-08
1642,1300,México,2860,Juguetería,230.42,6,2023-11-05
1643,4258,Perú,2583,Tecnología,107.62,6,2024-10-06
1644,4354,Perú,3373,Deportes,319.9,7,2023-03-08
1645,1401,España,2274,Deportes,116.47,6,2023-12-03
1646,4537,Perú,3369,Mascotas,275.45,6,2023-11-19
